Time,Simulation_1,Simulation_2,Simulation_3,Simulation_4,Simulation_5,Simulation_6,Simulation_7,Simulation_8,Simulation_9,Simulation_10
0.0,2.008102314453107,0.757548942025198,3.3791063914414443,7.86403561957952,9.587297243449761,0.358864020215639,4.332581062418136,2.271872320010683,4.259471994043204,7.437435739985878
0.01,2.0699826953300136,4.617143367125301,5.691083541165996,5.601957612766382,4.676529273349655,3.8016582525449283,9.185679424509377,5.898904671062676,1.413130910078344,8.093814531562987
0.02,3.4551388122779905,1.9177984766043987,2.8545565289855865,1.7441544707049217,4.106050014005058,4.759699953711568,2.9618896245019153,8.907069782261512,1.6171712059213328,4.912231661820431
0.03,0.8837115035622811,8.911506294123106,6.718299770407038,9.233863851789598,7.757850981440208,3.824162082071859,2.2316389090689714,2.8675644985938553,5.203678274315893,4.6915458890096495
0.04,6.025506358404642,2.911502115609994,1.590317452497192,8.365263205061044,9.543041198520903,7.918293242184134,1.4955533795391995,9.807898949503981,4.339373747585799,0.3135230083224827
0.05,7.1883320506338855,5.026647296290378,0.13005782858776072,6.7468951973728455,3.2695907198054277,4.163870895666993,8.021741193360821,4.647305729820914,3.8472487783558194,0.5006099729343272
0.06,0.4795891930476781,4.04559998769521,2.235658357772553,8.762242711555835,0.999774775247676,1.615542052375406,9.092752913895518,9.903750735467877,3.573828817760832,6.782032676376092
0.07,7.035143662476504,5.154123998730034,9.669773209569327,5.787468967086592,8.395282456357949,8.295421393444517,7.476219194419867,4.450009208701912,2.2639054343201472,9.390104484662254
0.08,4.302928753630688,3.146938316288548,7.597144790282754,4.997842075574357,9.814782278273032,5.951942756631796,3.6176124780468024,0.851206253387724,1.9205090171132955,8.533641745080711
0.09,8.974034969132482,3.4236727465557113,9.405374653701259,9.11607890155498,4.765950889977397,1.3638004026364048,3.7347967153512265,6.58950871481818,8.704481881580834,5.418434812176826
0.1,5.402658477453594,0.041234822702271856,6.915585189045626,3.0744786968263185,0.1698785167998762,2.2092045295460894,7.367408367014672,4.391958304549933,4.040051271711174,8.871590269090278
0.11,6.674475436459342,2.907521127886774,0.7034192083441837,3.5033454021707278,6.408769154801891,2.5000718739779204,0.7958435704433009,6.487012662133087,6.400719400940558,0.3918832224295121
0.12,0.11768733453752178,4.173665768730952,1.5555534614195554,7.613906965646617,3.680773736172621,6.129018832869808,7.0732575551848855,9.436269240720124,9.603321057789678,5.585176639273829
0.13,7.347935024461948,9.577507733674818,4.240587325568786,7.930684524371985,1.756784554339067,2.946649887555437,9.033951725660703,4.227202849441626,0.76202115923236,7.165241663187885
0.14,5.706751274746199,8.880992882866462,2.360817479157368,6.231882664546204,6.986524493307186,1.329212792902058,5.432068575626724,8.442238589035991,3.5461675087157687,0.6781463403877952
0.15,4.961786960075273,3.5945438657691033,9.89957994098138,6.714564426049643,2.699352653683662,6.086977001418098,2.283882640976145,4.688356882691514,4.996549491803382,6.260736426224263
0.16,6.351684300947794,1.3328580066562534,0.2536574663079305,8.95879073113427,6.936624060293654,7.151406492294113,5.701412444801038,2.6590118362599613,9.697778643048586,0.7036138642555856
0.17,7.359413161979653,1.6447372072085509,0.5503567427108069,2.7054619494867316,6.888418965648726,9.35188336646678,2.7919381104460728,6.410375399502336,8.00636991339901,5.683377360774886
0.18,6.9782682514034535,8.782247017285842,8.553509005057325,1.8212580721054306,7.729282097222187,0.3291306173987718,8.635440799822131,5.553052060933274,4.25762078404118,8.640770963942309
0.19,1.5865912161434814,5.793955502512364,7.950119727365123,5.296197068252009,3.2493403824883558,0.2550700453485599,7.153624589822542,8.747808537486279,9.117364938782286,8.033528534174433
