Time,Simulation_1,Simulation_2,Simulation_3,Simulation_4,Simulation_5,Simulation_6,Simulation_7,Simulation_8,Simulation_9,Simulation_10
0.0,5.792231400787999,1.4641963692738025,0.7675965471599899,2.0244521441997767,1.7243824243492756,3.3767133390519977,6.489045465334361,2.783087227755161,6.318904649207068,9.520189975077717
0.01,0.48320731125631955,3.653964705174787,6.737078747198212,6.478614221389513,1.514832064888827,7.736078561846222,7.792817544113255,2.2231996592550294,8.516725602623236,1.465475977136259
0.02,2.2652683404290954,0.8738609622137028,1.127007574750345,8.821434967353868,2.5217966560351526,0.15626234466320055,0.056840795029796665,7.513428687985205,8.170041713200428,4.815615856183806
0.03,7.18425128612525,1.1639839433542043,8.755748635040364,9.316977410321668,3.236628580722715,4.557894190550934,9.638396496330852,7.317016975618134,8.167664506506977,2.6162916751791654
0.04,7.4084061876240455,1.9274380069198727,3.380985436426267,7.721980189518231,7.934666653351337,3.09592516608306,5.910775356301189,2.2567355941572953,4.245084990455447,9.274358231077706
0.05,4.047389702692024,7.55323581519893,1.917647490292208,0.3245488000358254,9.425039836947796,5.965314056877336,8.882518890715396,5.464638171741791,3.9388430665371565,6.826888848964746
0.06,6.511933087926193,5.872120069738859,9.952130078697722,9.720649467965995,4.692348573435716,7.501886513429784,2.081666668779547,4.669686886141486,2.144782676509094,0.2525485524565563
0.07,1.2571587280940821,5.469507405979393,9.52839223415413,6.418785413236417,3.119704263170667,5.248814358562689,7.497511242822542,7.78020563104333,1.3301368332223074,4.986959448422383
0.08,2.0529547956516927,8.864309529290407,3.65960462765094,9.56193670310279,1.7470411514626938,0.4174618261847396,5.05757741780754,8.340649152512746,1.3704970325249577,2.1094743337263377
0.09,7.578015501606718,9.227470933663778,3.3603821702490566,3.825053023077789,1.9955717966844355,8.978833599411766,9.02918595377654,8.436135353566069,9.898664406846505,4.215710678200461
0.1,7.95561089369542,2.0658793312317303,5.983858049105818,8.634421403224533,5.476758974495787,0.9221255095061265,0.43180242100053334,7.191945820647403,9.078982068058954,6.950467996114806
0.11,5.4743308039199166,1.693413277400444,9.751128525207246,6.350412228816192,3.4614077775176666,7.431477448879064,0.7268263434995714,2.651790723273695,3.363130401403973,1.5944318663711488
0.12,0.5808210432059646,6.231034550076572,5.593596025092054,1.697933481445153,7.094944473798255,4.920728831801227,5.034642109824955,9.451035429130384,6.6785109398535445,4.213416296436884
0.13,8.467900915581962,8.16024165167218,2.5570363718189446,3.8194143019047866,8.929980927544168,2.931613583596142,8.070980995637097,5.49574229883051,6.075217714451316,2.215048163331449
0.14,7.032599373620066,6.665570851337435,0.9797907695045904,2.3029577693568237,7.066033880620541,5.632585793105372,3.555373273760872,9.722165391640734,3.158047260736956,6.7844533670131355
0.15,4.318241093984639,3.986072786926015,3.547431812952607,7.21165985001759,0.3991921062414594,5.514039299291821,7.668553689637717,6.825492773466829,6.4430322128803805,4.351078447556046
0.16,0.6146393563203068,5.670203587409376,8.724298141090825,9.673203025504097,7.423605010254918,5.006501261682676,1.8768575106444485,1.0615332119733467,7.47297988947032,1.0368498328637532
0.17,9.616951267649885,4.951460397782239,4.867694024522752,5.071507058051912,6.052358513949212,1.8491129652950078,0.7226630726963323,2.8307214077734058,1.3234896050453204,8.793007708052533
0.18,8.40420183817959,9.770830153100778,7.815535604523705,2.660631537452096,5.300009790413489,5.163138396627583,2.3948672254308034,5.717559280745577,4.59327609633843,2.342065738273613
0.19,9.341077977746705,7.478749243795111,1.1207597051526852,2.666319569515446,0.920467645018298,2.0235106255529955,2.843667760073539,9.60718970318392,1.6971220834519551,8.463537235977084
0.2,1.9088509373783968,8.148335287744054,6.905329283684225,2.0654422318909016,9.015745307574626,4.458955947409301,7.257889905657566,6.369058035087406,5.519185978447618,6.619685167006662
0.21,3.514398101953514,5.35538879257354,1.2386609010444638,7.541540977816749,4.962551129581245,6.545807986289393,5.712232161914628,4.4130442688558595,4.753512024527461,2.8286398041029273
0.22,0.9353610794020928,0.7324567268040882,0.4075966187784774,6.415813104324254,7.888011309239285,4.615017805085484,5.174507497445829,3.667929307131489,1.681514012829468,3.421515308123219
0.23,8.716997355680562,0.6626745411379298,6.154506073518165,9.108051482580201,3.3697527953068662,2.917240753359448,3.3623358174666795,2.203081239271852,1.9628104411840375,6.50416878753213
0.24,3.301447533553641,7.236129638996104,7.976281481382136,6.468146535690399,3.9832112519532146,2.6222718564342795,6.722447445787923,7.804198892677761,7.796740634999231,7.096354467511641
0.25,1.9170106477199378,4.736266249182983,9.331759882577431,2.9094092589627363,6.465978844018058,4.202304118657981,0.5539293510962096,4.500278332649186,7.330500255826445,8.326869003314867
